,Jahr,Dekade,Lemma,Datei
83,1594,1590,Reichtum,524470.tcf.xml
84,1594,1590,Reichtum,524472.tcf.xml
85,1594,1590,Reichtum,524472.tcf.xml
86,1594,1590,Reichtum,524472.tcf.xml
87,1594,1590,Reichtum,524472.tcf.xml
88,1594,1590,Reichtum,524472.tcf.xml
89,1594,1590,Reichtum,524472.tcf.xml
90,1594,1590,Reichtum,524472.tcf.xml
91,1594,1590,Erzherzogtum,524472.tcf.xml
92,1597,1590,Reichtum,anonym_annus_1597.tcf.xml
93,1597,1590,Reichtum,anonym_annus_1597.tcf.xml
94,1597,1590,Fürstentum,anonym_annus_1597.tcf.xml
95,1597,1590,Reichtum,anonym_annus_1597.tcf.xml
96,1597,1590,Erzherzogtum,anonym_annus_1597.tcf.xml
97,1597,1590,Herzogtum,anonym_annus_1597.tcf.xml
98,1597,1590,Herzogtum,anonym_annus_1597.tcf.xml
99,1597,1590,Herzogtum,anonym_annus_1597.tcf.xml
100,1597,1590,Herzogtum,anonym_annus_1597.tcf.xml
101,1597,1590,Irrtum,524558.tcf.xml
102,1597,1590,Irrtum,524558.tcf.xml
103,1598,1590,Irrtum,539213.tcf.xml
104,1598,1590,Papsttum,539213.tcf.xml
105,1598,1590,Eigentum,539213.tcf.xml
106,1598,1590,Eigentum,539213.tcf.xml
107,1598,1590,Irrtum,539213.tcf.xml
108,1598,1590,Christentum,539213.tcf.xml
109,1598,1590,Reichtum,522967.tcf.xml
110,1599,1590,Reichtum,508455.tcf.xml
111,1599,1590,Reichtum,508455.tcf.xml
112,1599,1590,Reichtum,508455.tcf.xml
113,1599,1590,Reichtum,508455.tcf.xml
114,1599,1590,Heiligtum,508455.tcf.xml
115,1601,1600,Fürstentum,510288.tcf.xml
116,1601,1600,Christentum,510288.tcf.xml
117,1601,1600,Christentum,510288.tcf.xml
118,1601,1600,Christentum,510288.tcf.xml
119,1601,1600,Eigentum,510288.tcf.xml
120,1602,1600,Heiligtum,526976.tcf.xml
121,1602,1600,Fürstentum,357469.tcf.xml
122,1602,1600,Fürstentum,357469.tcf.xml
123,1602,1600,Irrtum,357469.tcf.xml
124,1602,1600,Reichtum,357469.tcf.xml
125,1602,1600,Irrtum,357469.tcf.xml
126,1602,1600,Fürstentum,357469.tcf.xml
127,1602,1600,Irrtum,357469.tcf.xml
128,1602,1600,Irrtum,357469.tcf.xml
129,1602,1600,Papsttum,357469.tcf.xml
130,1602,1600,Irrtum,357469.tcf.xml
131,1602,1600,Papsttum,357469.tcf.xml
132,1602,1600,Papsttum,357469.tcf.xml
133,1602,1600,Fürstentum,357469.tcf.xml
134,1602,1600,Fürstentum,357469.tcf.xml
135,1602,1600,Priestertum,357469.tcf.xml
136,1603,1600,Reichtum,valentinus_occulta_1603.tcf.xml
137,1603,1600,Heiligtum,valentinus_occulta_1603.tcf.xml
138,1603,1600,Reichtum,valentinus_occulta_1603.tcf.xml
139,1603,1600,Reichtum,valentinus_occulta_1603.tcf.xml
140,1603,1600,Reichtum,valentinus_occulta_1603.tcf.xml
141,1603,1600,Reichtum,valentinus_occulta_1603.tcf.xml
142,1603,1600,Reichtum,valentinus_occulta_1603.tcf.xml
143,1603,1600,Reichtum,valentinus_occulta_1603.tcf.xml
144,1603,1600,Reichtum,valentinus_natuerlichedinge_1603.tcf.xml
145,1603,1600,Irrtum,valentinus_natuerlichedinge_1603.tcf.xml
146,1603,1600,Reichtum,valentinus_natuerlichedinge_1603.tcf.xml
147,1603,1600,Reichtum,valentinus_natuerlichedinge_1603.tcf.xml
148,1603,1600,Reichtum,valentinus_natuerlichedinge_1603.tcf.xml
149,1603,1600,Reichtum,valentinus_natuerlichedinge_1603.tcf.xml
150,1603,1600,Reichtum,rollenhagen_reysen_1603.tcf.xml
151,1603,1600,Reichtum,rollenhagen_reysen_1603.tcf.xml
152,1603,1600,Heiligtum,rollenhagen_reysen_1603.tcf.xml
153,1603,1600,Heiligtum,rollenhagen_reysen_1603.tcf.xml
154,1603,1600,Heiligtum,rollenhagen_reysen_1603.tcf.xml
155,1603,1600,Irrtum,rollenhagen_reysen_1603.tcf.xml
156,1603,1600,Heiligtum,rollenhagen_reysen_1603.tcf.xml
157,1603,1600,Christentum,rollenhagen_reysen_1603.tcf.xml
158,1603,1600,Christentum,rollenhagen_reysen_1603.tcf.xml
159,1603,1600,Christentum,542550.tcf.xml
160,1603,1600,Eigentum,542550.tcf.xml
161,1603,1600,Christentum,542550.tcf.xml
162,1603,1600,Christentum,523023.tcf.xml
163,1603,1600,Fürstentum,523023.tcf.xml
164,1603,1600,Christentum,523023.tcf.xml
165,1603,1600,Christentum,523022.tcf.xml
166,1603,1600,Fürstentum,523022.tcf.xml
167,1603,1600,Christentum,523022.tcf.xml
168,1604,1600,Reichtum,509390.tcf.xml
169,1604,1600,Priestertum,509390.tcf.xml
170,1604,1600,Reichtum,509390.tcf.xml
171,1605,1600,Irrtum,melander_jocoseria01_1605.tcf.xml
172,1605,1600,Fürstentum,melander_jocoseria01_1605.tcf.xml
173,1605,1600,Irrtum,melander_jocoseria01_1605.tcf.xml
174,1605,1600,Irrtum,melander_jocoseria01_1605.tcf.xml
175,1605,1600,Priestertum,melander_jocoseria01_1605.tcf.xml
176,1605,1600,Priestertum,melander_jocoseria01_1605.tcf.xml
177,1605,1600,Priestertum,melander_jocoseria01_1605.tcf.xml
178,1605,1600,Priestertum,melander_jocoseria01_1605.tcf.xml
179,1605,1600,Irrtum,melander_jocoseria01_1605.tcf.xml
180,1605,1600,Irrtum,melander_jocoseria01_1605.tcf.xml
181,1605,1600,Irrtum,melander_jocoseria01_1605.tcf.xml
182,1605,1600,Irrtum,melander_jocoseria01_1605.tcf.xml
183,1605,1600,Irrtum,melander_jocoseria01_1605.tcf.xml
184,1605,1600,Irrtum,melander_jocoseria02_1605.tcf.xml
185,1605,1600,Christentum,melander_jocoseria01_1605.tcf.xml
186,1605,1600,Papsttum,melander_jocoseria02_1605.tcf.xml
187,1605,1600,Fürstentum,melander_jocoseria01_1605.tcf.xml
188,1605,1600,Reichtum,melander_jocoseria01_1605.tcf.xml
189,1605,1600,Christentum,melander_jocoseria01_1605.tcf.xml
190,1605,1600,Herzogtum,melander_jocoseria02_1605.tcf.xml
191,1605,1600,Eigentum,melander_jocoseria02_1605.tcf.xml
192,1605,1600,Herzogtum,melander_jocoseria02_1605.tcf.xml
193,1605,1600,Reichtum,melander_jocoseria01_1605.tcf.xml
194,1605,1600,Christentum,melander_jocoseria01_1605.tcf.xml
195,1605,1600,Reichtum,melander_jocoseria01_1605.tcf.xml
196,1605,1600,Papsttum,melander_jocoseria01_1605.tcf.xml
197,1605,1600,Irrtum,melander_jocoseria02_1605.tcf.xml
198,1605,1600,Reichtum,melander_jocoseria02_1605.tcf.xml
199,1605,1600,Heiligtum,melander_jocoseria02_1605.tcf.xml
200,1605,1600,Heiligtum,melander_jocoseria01_1605.tcf.xml
201,1605,1600,Heiligtum,melander_jocoseria01_1605.tcf.xml
202,1605,1600,Heiligtum,melander_jocoseria01_1605.tcf.xml
203,1605,1600,Heiligtum,melander_jocoseria01_1605.tcf.xml
204,1605,1600,Heiligtum,melander_jocoseria01_1605.tcf.xml
205,1605,1600,Reichtum,melander_jocoseria01_1605.tcf.xml
206,1605,1600,Irrtum,melander_jocoseria02_1605.tcf.xml
207,1605,1600,Irrtum,melander_jocoseria02_1605.tcf.xml
208,1605,1600,Judentum,melander_jocoseria02_1605.tcf.xml
209,1605,1600,Heiligtum,melander_jocoseria01_1605.tcf.xml
210,1605,1600,Irrtum,melander_jocoseria02_1605.tcf.xml
211,1605,1600,Irrtum,melander_jocoseria02_1605.tcf.xml
212,1605,1600,Irrtum,melander_jocoseria02_1605.tcf.xml
213,1605,1600,Irrtum,melander_jocoseria02_1605.tcf.xml
214,1605,1600,Irrtum,melander_jocoseria02_1605.tcf.xml
215,1605,1600,Herzogtum,melander_jocoseria02_1605.tcf.xml
216,1605,1600,Heiligtum,melander_jocoseria02_1605.tcf.xml
217,1605,1600,Heiligtum,melander_jocoseria02_1605.tcf.xml
218,1605,1600,Heiligtum,melander_jocoseria02_1605.tcf.xml
219,1605,1600,Reichtum,melander_jocoseria02_1605.tcf.xml
220,1605,1600,Reichtum,melander_jocoseria02_1605.tcf.xml
221,1605,1600,Reichtum,melander_jocoseria02_1605.tcf.xml
222,1605,1600,Christentum,343014.tcf.xml
223,1605,1600,Fürstentum,343014.tcf.xml
224,1606,1600,Fürstentum,maximilian_gruss_1606.tcf.xml
225,1606,1600,Heiligtum,525853.tcf.xml
226,1606,1600,Christentum,525853.tcf.xml
227,1606,1600,Fürstentum,523629.tcf.xml
228,1606,1600,Reichtum,523629.tcf.xml
229,1606,1600,Christentum,523629.tcf.xml
230,1606,1600,Irrtum,523629.tcf.xml
231,1606,1600,Reichtum,523629.tcf.xml
232,1606,1600,Papsttum,523629.tcf.xml
233,1606,1600,Reichtum,395372.tcf.xml
234,1606,1600,Reichtum,395372.tcf.xml
235,1606,1600,Reichtum,395371.tcf.xml
236,1606,1600,Fürstentum,345804.tcf.xml
237,1607,1600,Fürstentum,523698.tcf.xml
238,1607,1600,Papsttum,523698.tcf.xml
239,1607,1600,Irrtum,523698.tcf.xml
240,1607,1600,Fürstentum,523698.tcf.xml
241,1607,1600,Papsttum,523698.tcf.xml
242,1607,1600,Papsttum,523698.tcf.xml
243,1607,1600,Fürstentum,523698.tcf.xml
244,1607,1600,Heidentum,523698.tcf.xml
245,1607,1600,Papsttum,523698.tcf.xml
246,1607,1600,Fürstentum,523698.tcf.xml
247,1607,1600,Fürstentum,523698.tcf.xml
248,1607,1600,Fürstentum,523698.tcf.xml
249,1607,1600,Fürstentum,523698.tcf.xml
250,1607,1600,Fürstentum,523698.tcf.xml
251,1607,1600,Christentum,509946.tcf.xml
252,1608,1600,Burggraftum,peckenstein_theatri02_1608.tcf.xml
253,1608,1600,Burggraftum,peckenstein_theatri02_1608.tcf.xml
254,1608,1600,Fürstentum,peckenstein_theatri02_1608.tcf.xml
255,1608,1600,Fürstentum,peckenstein_theatri02_1608.tcf.xml
256,1608,1600,Burggraftum,peckenstein_theatri02_1608.tcf.xml
257,1608,1600,Judentum,508113.tcf.xml
258,1608,1600,Papsttum,508113.tcf.xml
259,1609,1600,Reichtum,walter_beschreibung_1609.tcf.xml
260,1609,1600,Heiligtum,walter_beschreibung_1609.tcf.xml
261,1609,1600,Reichtum,anonym_relation_1609.tcf.xml
262,1609,1600,Heiligtum,anonym_relation_1609.tcf.xml
263,1609,1600,Reichtum,anonym_relation_1609.tcf.xml
264,1609,1600,Herzogtum,anonym_relation_1609.tcf.xml
265,1609,1600,Reichtum,anonym_relation_1609.tcf.xml
266,1609,1600,Erzherzogtum,anonym_relation_1609.tcf.xml
267,1609,1600,Fürstentum,anonym_relation_1609.tcf.xml
268,1609,1600,Fürstentum,anonym_relation_1609.tcf.xml
269,1609,1600,Herzogtum,anonym_relation_1609.tcf.xml
270,1609,1600,Papsttum,anonym_relation_1609.tcf.xml
271,1609,1600,Herzogtum,anonym_relation_1609.tcf.xml
272,1609,1600,Fürstentum,anonym_relation_1609.tcf.xml
273,1609,1600,Fürstentum,anonym_relation_1609.tcf.xml
274,1609,1600,Herzogtum,anonym_relation_1609.tcf.xml
275,1609,1600,Fürstentum,anonym_relation_1609.tcf.xml
276,1609,1600,Fürstentum,anonym_relation_1609.tcf.xml
277,1609,1600,Fürstentum,anonym_relation_1609.tcf.xml
278,1609,1600,Fürstentum,anonym_relation_1609.tcf.xml
279,1609,1600,Herzogtum,anonym_relation_1609.tcf.xml
280,1609,1600,Irrtum,anonym_relation_1609.tcf.xml
281,1609,1600,Fürstentum,anonym_relation_1609.tcf.xml
282,1609,1600,Herzogtum,anonym_relation_1609.tcf.xml
283,1609,1600,Reichtum,anonym_relation_1609.tcf.xml
284,1609,1600,Fürstentum,anonym_relation_1609.tcf.xml
285,1609,1600,Herzogtum,anonym_relation_1609.tcf.xml
286,1609,1600,Reichtum,anonym_aviso_1609.tcf.xml
287,1609,1600,Heiligtum,anonym_aviso_1609.tcf.xml
288,1609,1600,Reichtum,anonym_aviso_1609.tcf.xml
289,1609,1600,Herzogtum,anonym_aviso_1609.tcf.xml
290,1609,1600,Eigentum,anonym_aviso_1609.tcf.xml
291,1609,1600,Herzogtum,anonym_aviso_1609.tcf.xml
292,1609,1600,Herzogtum,anonym_aviso_1609.tcf.xml
293,1609,1600,Herzogtum,anonym_aviso_1609.tcf.xml
294,1609,1600,Erzherzogtum,anonym_aviso_1609.tcf.xml
295,1609,1600,Herzogtum,anonym_aviso_1609.tcf.xml
296,1609,1600,Herzogtum,anonym_aviso_1609.tcf.xml
297,1609,1600,Fürstentum,anonym_aviso_1609.tcf.xml
298,1609,1600,Herzogtum,anonym_aviso_1609.tcf.xml
299,1609,1600,Fürstentum,anonym_aviso_1609.tcf.xml
300,1609,1600,Fürstentum,anonym_aviso_1609.tcf.xml
301,1609,1600,Fürstentum,anonym_aviso_1609.tcf.xml
302,1609,1600,Fürstentum,anonym_aviso_1609.tcf.xml
303,1609,1600,Herzogtum,anonym_aviso_1609.tcf.xml
304,1609,1600,Fürstentum,anonym_aviso_1609.tcf.xml
305,1609,1600,Fürstentum,anonym_aviso_1609.tcf.xml
306,1609,1600,Fürstentum,anonym_aviso_1609.tcf.xml
307,1609,1600,Fürstentum,anonym_aviso_1609.tcf.xml
308,1609,1600,Reichtum,anonym_aviso_1609.tcf.xml
309,1609,1600,Fürstentum,anonym_aviso_1609.tcf.xml
310,1609,1600,Fürstentum,anonym_aviso_1609.tcf.xml
311,1609,1600,Fürstentum,anonym_aviso_1609.tcf.xml
312,1609,1600,Eigentum,anonym_aviso_1609.tcf.xml
313,1609,1600,Irrtum,anonym_aviso_1609.tcf.xml
314,1609,1600,Fürstentum,anonym_aviso_1609.tcf.xml
315,1609,1600,Reichtum,523595.tcf.xml
316,1609,1600,Irrtum,523595.tcf.xml
317,1609,1600,Irrtum,523595.tcf.xml
318,1609,1600,Reichtum,508442.tcf.xml
319,1609,1600,Eigentum,508442.tcf.xml
320,1609,1600,Reichtum,508442.tcf.xml
321,1609,1600,Reichtum,508442.tcf.xml
322,1609,1600,Christentum,508442.tcf.xml
323,1610,1610,Christentum,arndt_christentum03_1610.tcf.xml
324,1610,1610,Christentum,arndt_christentum03_1610.tcf.xml
325,1610,1610,Christentum,arndt_christentum03_1610.tcf.xml
326,1610,1610,Christentum,arndt_christentum03_1610.tcf.xml
327,1610,1610,Christentum,arndt_christentum03_1610.tcf.xml
328,1610,1610,Reichtum,arndt_christentum03_1610.tcf.xml
329,1610,1610,Christentum,arndt_christentum03_1610.tcf.xml
330,1610,1610,Reichtum,arndt_christentum03_1610.tcf.xml
331,1610,1610,Christentum,arndt_christentum03_1610.tcf.xml
332,1610,1610,Priestertum,arndt_christentum03_1610.tcf.xml
333,1610,1610,Eigentum,arndt_christentum03_1610.tcf.xml
334,1610,1610,Priestertum,arndt_christentum03_1610.tcf.xml
335,1610,1610,Priestertum,arndt_christentum03_1610.tcf.xml
336,1610,1610,Reichtum,arndt_christentum03_1610.tcf.xml
337,1610,1610,Reichtum,arndt_christentum03_1610.tcf.xml
338,1610,1610,Reichtum,arndt_christentum03_1610.tcf.xml
339,1610,1610,Reichtum,arndt_christentum03_1610.tcf.xml
340,1610,1610,Irrtum,arndt_christentum03_1610.tcf.xml
341,1610,1610,Irrtum,arndt_christentum03_1610.tcf.xml
342,1610,1610,Reichtum,arndt_christentum03_1610.tcf.xml
343,1610,1610,Reichtum,arndt_christentum03_1610.tcf.xml
344,1610,1610,Reichtum,arndt_christentum03_1610.tcf.xml
345,1610,1610,Reichtum,arndt_christentum03_1610.tcf.xml
346,1610,1610,Fürstentum,arndt_christentum03_1610.tcf.xml
347,1610,1610,Reichtum,arndt_christentum03_1610.tcf.xml
348,1610,1610,Reichtum,arndt_christentum03_1610.tcf.xml
349,1610,1610,Reichtum,arndt_christentum03_1610.tcf.xml
350,1610,1610,Reichtum,arndt_christentum03_1610.tcf.xml
351,1610,1610,Reichtum,arndt_christentum03_1610.tcf.xml
352,1610,1610,Christentum,arndt_christentum04_1610.tcf.xml
353,1610,1610,Christentum,arndt_christentum04_1610.tcf.xml
354,1610,1610,Christentum,arndt_christentum04_1610.tcf.xml
355,1610,1610,Christentum,arndt_christentum04_1610.tcf.xml
356,1610,1610,Irrtum,arndt_christentum04_1610.tcf.xml
357,1610,1610,Heiligtum,arndt_christentum04_1610.tcf.xml
358,1610,1610,Reichtum,arndt_christentum04_1610.tcf.xml
359,1610,1610,Reichtum,arndt_christentum04_1610.tcf.xml
360,1610,1610,Reichtum,arndt_christentum04_1610.tcf.xml
361,1610,1610,Reichtum,arndt_christentum04_1610.tcf.xml
362,1610,1610,Reichtum,arndt_christentum04_1610.tcf.xml
363,1610,1610,Reichtum,arndt_christentum04_1610.tcf.xml
364,1610,1610,Reichtum,arndt_christentum04_1610.tcf.xml
365,1610,1610,Reichtum,arndt_christentum04_1610.tcf.xml
366,1610,1610,Reichtum,arndt_christentum04_1610.tcf.xml
367,1610,1610,Irrtum,arndt_christentum04_1610.tcf.xml
368,1610,1610,Christentum,arndt_christentum04_1610.tcf.xml
369,1610,1610,Christentum,arndt_christentum04_1610.tcf.xml
370,1610,1610,Christentum,arndt_christentum04_1610.tcf.xml
371,1610,1610,Christentum,arndt_christentum01_1610.tcf.xml
372,1610,1610,Christentum,arndt_christentum01_1610.tcf.xml
373,1610,1610,Heidentum,arndt_christentum01_1610.tcf.xml
374,1610,1610,Christentum,arndt_christentum01_1610.tcf.xml
375,1610,1610,Christentum,arndt_christentum01_1610.tcf.xml
376,1610,1610,Christentum,arndt_christentum01_1610.tcf.xml
377,1610,1610,Christentum,arndt_christentum01_1610.tcf.xml
378,1610,1610,Christentum,arndt_christentum01_1610.tcf.xml
379,1610,1610,Christentum,arndt_christentum01_1610.tcf.xml
380,1610,1610,Christentum,arndt_christentum01_1610.tcf.xml
381,1610,1610,Reichtum,arndt_christentum01_1610.tcf.xml
382,1610,1610,Reichtum,arndt_christentum01_1610.tcf.xml
383,1610,1610,Heiligtum,arndt_christentum01_1610.tcf.xml
384,1610,1610,Priestertum,arndt_christentum01_1610.tcf.xml
385,1610,1610,Irrtum,arndt_christentum01_1610.tcf.xml
386,1610,1610,Reichtum,arndt_christentum01_1610.tcf.xml
387,1610,1610,Reichtum,arndt_christentum01_1610.tcf.xml
388,1610,1610,Christentum,arndt_christentum01_1610.tcf.xml
389,1610,1610,Reichtum,arndt_christentum01_1610.tcf.xml
390,1610,1610,Reichtum,arndt_christentum01_1610.tcf.xml
391,1610,1610,Christentum,arndt_christentum01_1610.tcf.xml
392,1610,1610,Reichtum,arndt_christentum01_1610.tcf.xml
393,1610,1610,Reichtum,arndt_christentum01_1610.tcf.xml
394,1610,1610,Reichtum,arndt_christentum01_1610.tcf.xml
395,1610,1610,Reichtum,arndt_christentum01_1610.tcf.xml
396,1610,1610,Reichtum,arndt_christentum01_1610.tcf.xml
397,1610,1610,Reichtum,arndt_christentum01_1610.tcf.xml
398,1610,1610,Reichtum,arndt_christentum01_1610.tcf.xml
399,1610,1610,Reichtum,arndt_christentum01_1610.tcf.xml
400,1610,1610,Reichtum,arndt_christentum01_1610.tcf.xml
401,1610,1610,Reichtum,arndt_christentum01_1610.tcf.xml
402,1610,1610,Reichtum,arndt_christentum01_1610.tcf.xml
403,1610,1610,Reichtum,arndt_christentum01_1610.tcf.xml
404,1610,1610,Reichtum,arndt_christentum01_1610.tcf.xml
405,1610,1610,Irrtum,arndt_christentum01_1610.tcf.xml
406,1610,1610,Reichtum,arndt_christentum01_1610.tcf.xml
407,1610,1610,Reichtum,arndt_christentum01_1610.tcf.xml
408,1610,1610,Reichtum,arndt_christentum01_1610.tcf.xml
409,1610,1610,Reichtum,arndt_christentum01_1610.tcf.xml
410,1610,1610,Reichtum,arndt_christentum01_1610.tcf.xml
411,1610,1610,Reichtum,arndt_christentum01_1610.tcf.xml
412,1610,1610,Reichtum,arndt_christentum01_1610.tcf.xml
413,1610,1610,Eigentum,arndt_christentum01_1610.tcf.xml
414,1610,1610,Reichtum,arndt_christentum01_1610.tcf.xml
415,1610,1610,Christentum,arndt_christentum01_1610.tcf.xml
416,1610,1610,Reichtum,arndt_christentum01_1610.tcf.xml
417,1610,1610,Reichtum,arndt_christentum01_1610.tcf.xml
418,1610,1610,Christentum,arndt_christentum01_1610.tcf.xml
419,1610,1610,Heiligtum,arndt_christentum01_1610.tcf.xml
420,1610,1610,Reichtum,arndt_christentum01_1610.tcf.xml
421,1610,1610,Reichtum,arndt_christentum01_1610.tcf.xml
422,1610,1610,Reichtum,arndt_christentum01_1610.tcf.xml
423,1610,1610,Heiligtum,arndt_christentum01_1610.tcf.xml
424,1610,1610,Christentum,arndt_christentum01_1610.tcf.xml
425,1610,1610,Christentum,arndt_christentum01_1610.tcf.xml
426,1610,1610,Reichtum,arndt_christentum01_1610.tcf.xml
427,1610,1610,Reichtum,arndt_christentum01_1610.tcf.xml
428,1610,1610,Christentum,arndt_christentum02_1610.tcf.xml
429,1610,1610,Christentum,arndt_christentum02_1610.tcf.xml
430,1610,1610,Christentum,arndt_christentum02_1610.tcf.xml
431,1610,1610,Christentum,arndt_christentum02_1610.tcf.xml
432,1610,1610,Christentum,arndt_christentum01_1610.tcf.xml
433,1610,1610,Fürstentum,arndt_christentum01_1610.tcf.xml
434,1610,1610,Fürstentum,arndt_christentum01_1610.tcf.xml
435,1610,1610,Fürstentum,arndt_christentum01_1610.tcf.xml
436,1610,1610,Priestertum,arndt_christentum02_1610.tcf.xml
437,1610,1610,Reichtum,arndt_christentum02_1610.tcf.xml
438,1610,1610,Christentum,arndt_christentum02_1610.tcf.xml
439,1610,1610,Christentum,arndt_christentum02_1610.tcf.xml
440,1610,1610,Irrtum,arndt_christentum01_1610.tcf.xml
441,1610,1610,Irrtum,arndt_christentum01_1610.tcf.xml
442,1610,1610,Irrtum,arndt_christentum01_1610.tcf.xml
443,1610,1610,Christentum,arndt_christentum02_1610.tcf.xml
444,1610,1610,Christentum,arndt_christentum02_1610.tcf.xml
445,1610,1610,Christentum,arndt_christentum02_1610.tcf.xml
446,1610,1610,Reichtum,arndt_christentum02_1610.tcf.xml
447,1610,1610,Reichtum,arndt_christentum02_1610.tcf.xml
448,1610,1610,Irrtum,arndt_christentum01_1610.tcf.xml
449,1610,1610,Irrtum,arndt_christentum01_1610.tcf.xml
450,1610,1610,Irrtum,arndt_christentum01_1610.tcf.xml
451,1610,1610,Irrtum,arndt_christentum01_1610.tcf.xml
452,1610,1610,Irrtum,arndt_christentum01_1610.tcf.xml
453,1610,1610,Irrtum,arndt_christentum01_1610.tcf.xml
454,1610,1610,Irrtum,arndt_christentum01_1610.tcf.xml
455,1610,1610,Irrtum,arndt_christentum01_1610.tcf.xml
456,1610,1610,Papsttum,arndt_christentum01_1610.tcf.xml
457,1610,1610,Christentum,arndt_christentum01_1610.tcf.xml
458,1610,1610,Irrtum,arndt_christentum01_1610.tcf.xml
459,1610,1610,Christentum,arndt_christentum01_1610.tcf.xml
460,1610,1610,Christentum,arndt_christentum01_1610.tcf.xml
461,1610,1610,Irrtum,arndt_christentum01_1610.tcf.xml
462,1610,1610,Reichtum,arndt_christentum01_1610.tcf.xml
463,1610,1610,Christentum,arndt_christentum01_1610.tcf.xml
464,1610,1610,Christentum,arndt_christentum01_1610.tcf.xml
465,1610,1610,Christentum,arndt_christentum01_1610.tcf.xml
466,1610,1610,Irrtum,arndt_christentum02_1610.tcf.xml
467,1610,1610,Irrtum,arndt_christentum02_1610.tcf.xml
